Day,Date,Rank,Gross,% ,+/-,YD,Theaters,Gross-to-Date,Day #,MovieName,Image
Mon,2016-12-12,5,"$414,096",-65.5%,-17.2%,"2,763",$150,"$222,681,369",39,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Tue,2016-12-13,5,"$572,331",+38.2%,-19.3%,"2,763",$207,"$223,253,700",40,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Wed,2016-12-14,5,"$437,236",-23.6%,-15.0%,"2,763",$158,"$223,690,936",41,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Thu,2016-12-15,5,"$359,091",-17.9%,-28.2%,"2,763",$130,"$224,050,027",42,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Fri,2016-12-16,9,"$590,378",+64.4%,-51.6%,"1,930",$306,"$224,640,405",43,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Sat,2016-12-17,9,"$908,386",+53.9%,-57.0%,"1,930",$471,"$225,548,791",44,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Sun,2016-12-18,9,"$712,148",-21.6%,-40.7%,"1,930",$369,"$226,260,939",45,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Mon,2016-12-19,9,"$408,378",-42.7%,-1.4%,"1,930",$212,"$226,669,317",46,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Tue,2016-12-20,9,"$408,645",+0.1%,-28.6%,"1,930",$212,"$227,077,962",47,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Wed,2016-12-21,-,"$252,769",-38.1%,-42.2%,"1,017",$249,"$227,330,731",48,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Thu,2016-12-22,-,"$288,235",+14.0%,-19.7%,"1,017",$283,"$227,618,966",49,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Fri,2016-12-23,-,"$270,316",-6.2%,-54.2%,631,$428,"$227,889,282",50,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Sat,2016-12-24,-,"$175,277",-35.2%,-80.7%,631,$278,"$228,064,559",51,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Sun,2016-12-25,-,"$277,395",+58.3%,-61.0%,538,$516,"$228,341,954",52,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Mon,2016-12-26,-,"$333,753",+20.3%,-18.3%,538,$620,"$228,675,707",53,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Tue,2016-12-27,-,"$302,095",-9.5%,-26.1%,538,$562,"$228,977,802",54,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Wed,2016-12-28,-,"$243,554",-19.4%,-3.6%,538,$453,"$229,221,356",55,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Thu,2016-12-29,-,"$239,954",-1.5%,-16.8%,538,$446,"$229,461,310",56,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Fri,2016-12-30,-,"$233,029",-2.9%,-13.8%,466,$500,"$229,694,339",57,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Sat,2016-12-31,-,"$181,998",-21.9%,+3.8%,466,$391,"$229,876,337",58,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Sun,2017-01-01,-,"$231,453",+27.2%,-16.6%,466,$497,"$230,107,790",59,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Mon,2017-01-02,-,"$215,258",-7.0%,-35.5%,466,$462,"$230,323,048",60,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Tue,2017-01-03,-,"$113,758",-47.2%,-62.3%,466,$244,"$230,436,806",61,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Wed,2017-01-04,-,"$79,378",-30.2%,-67.4%,466,$170,"$230,516,184",62,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Thu,2017-01-05,-,"$74,734",-5.9%,-68.9%,466,$160,"$230,590,918",63,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Fri,2017-01-06,-,"$89,918",+20.3%,-61.4%,263,$342,"$230,680,836",64,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Sat,2017-01-07,-,"$136,932",+52.3%,-24.8%,263,$521,"$230,817,768",65,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Sun,2017-01-08,-,"$80,238",-41.4%,-65.3%,263,$305,"$230,898,006",66,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Mon,2017-01-09,-,"$31,248",-61.1%,-85.5%,263,$119,"$230,929,254",67,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Tue,2017-01-10,-,"$44,652",+42.9%,-60.7%,263,$170,"$230,973,906",68,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Wed,2017-01-11,-,"$30,825",-31.0%,-61.2%,263,$117,"$231,004,731",69,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Thu,2017-01-12,-,"$30,677",-0.5%,-59.0%,263,$117,"$231,035,408",70,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Fri,2017-01-13,-,"$51,266",+67.1%,-43.0%,162,$316,"$231,086,674",71,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Sat,2017-01-14,-,"$91,051",+77.6%,-33.5%,162,$562,"$231,177,725",72,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Sun,2017-01-15,-,"$64,323",-29.4%,-19.8%,162,$397,"$231,242,048",73,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Mon,2017-01-16,-,"$50,672",-21.2%,+62.2%,162,$313,"$231,292,720",74,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Tue,2017-01-17,-,"$19,380",-61.8%,-56.6%,162,$120,"$231,312,100",75,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Wed,2017-01-18,-,"$16,097",-16.9%,-47.8%,162,$99,"$231,328,197",76,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Thu,2017-01-19,-,"$17,183",+6.7%,-44.0%,162,$106,"$231,345,380",77,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Fri,2017-01-20,-,"$36,714",+113.7%,-28.4%,132,$278,"$231,382,094",78,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Sat,2017-01-21,-,"$64,539",+75.8%,-29.1%,132,$489,"$231,446,633",79,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Sun,2017-01-22,-,"$33,542",-48.0%,-47.9%,132,$254,"$231,480,175",80,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Mon,2017-01-23,-,"$11,183",-66.7%,-77.9%,132,$85,"$231,491,358",81,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Tue,2017-01-24,-,"$14,225",+27.2%,-26.6%,132,$108,"$231,505,583",82,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Wed,2017-01-25,-,"$11,915",-16.2%,-26.0%,132,$90,"$231,517,498",83,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Thu,2017-01-26,-,"$13,635",+14.4%,-20.6%,132,$103,"$231,531,133",84,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Fri,2017-01-27,-,"$28,885",+111.8%,-21.3%,104,$278,"$231,560,018",85,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Sat,2017-01-28,-,"$51,132",+77.0%,-20.8%,104,$492,"$231,611,150",86,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Sun,2017-01-29,-,"$28,637",-44.0%,-14.6%,104,$275,"$231,639,787",87,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Mon,2017-01-30,-,"$7,130",-75.1%,-36.2%,104,$69,"$231,646,917",88,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Tue,2017-01-31,-,"$10,088",+41.5%,-29.1%,104,$97,"$231,657,005",89,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Wed,2017-02-01,-,"$7,656",-24.1%,-35.7%,104,$74,"$231,664,661",90,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Thu,2017-02-02,-,"$8,382",+9.5%,-38.5%,104,$81,"$231,673,043",91,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Fri,2017-02-03,-,"$67,861",+709.6%,+134.9%,190,$357,"$231,740,904",92,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Sat,2017-02-04,-,"$122,833",+81.0%,+140.2%,190,$646,"$231,863,737",93,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Sun,2017-02-05,-,"$46,593",-62.1%,+62.7%,190,$245,"$231,910,330",94,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Mon,2017-02-06,-,"$21,745",-53.3%,+205.0%,190,$114,"$231,932,075",95,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Tue,2017-02-07,-,"$26,320",+21.0%,+160.9%,190,$139,"$231,958,395",96,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Wed,2017-02-08,-,"$19,504",-25.9%,+154.8%,190,$103,"$231,977,899",97,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Thu,2017-02-09,-,"$20,907",+7.2%,+149.4%,190,$110,"$231,998,806",98,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Fri,2017-02-10,-,"$46,993",+124.8%,-30.8%,171,$275,"$232,045,799",99,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Sat,2017-02-11,-,"$85,810",+82.6%,-30.1%,171,$502,"$232,131,609",100,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Sun,2017-02-12,-,"$53,736",-37.4%,+15.3%,171,$314,"$232,185,345",101,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Mon,2017-02-13,-,"$15,696",-70.8%,-27.8%,171,$92,"$232,201,041",102,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Tue,2017-02-14,-,"$26,459",+68.6%,+0.5%,171,$155,"$232,227,500",103,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Wed,2017-02-15,-,"$14,453",-45.4%,-25.9%,171,$85,"$232,241,953",104,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Thu,2017-02-16,-,"$16,438",+13.7%,-21.4%,171,$96,"$232,258,391",105,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Fri,2017-02-17,-,"$29,588",+80.0%,-37.0%,136,$218,"$232,287,979",106,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Sat,2017-02-18,-,"$54,296",+83.5%,-36.7%,136,$399,"$232,342,275",107,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Sun,2017-02-19,-,"$40,630",-25.2%,-24.4%,136,$299,"$232,382,905",108,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Mon,2017-02-20,-,"$30,924",-23.9%,+97.0%,136,$227,"$232,413,829",109,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Tue,2017-02-21,-,"$11,262",-63.6%,-57.4%,136,$83,"$232,425,091",110,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Wed,2017-02-22,-,"$9,205",-18.3%,-36.3%,136,$68,"$232,434,296",111,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Thu,2017-02-23,-,"$10,730",+16.6%,-34.7%,136,$79,"$232,445,026",112,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Fri,2017-02-24,-,"$20,616",+92.1%,-30.3%,105,$196,"$232,465,642",113,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Sat,2017-02-25,-,"$37,833",+83.5%,-30.3%,105,$360,"$232,503,475",114,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Sun,2017-02-26,-,"$23,508",-37.9%,-42.1%,105,$224,"$232,526,983",115,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Mon,2017-02-27,-,"$5,940",-74.7%,-80.8%,105,$57,"$232,532,923",116,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Tue,2017-02-28,-,"$6,874",+15.7%,-39.0%,105,$65,"$232,539,797",117,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Wed,2017-03-01,-,"$5,682",-17.3%,-38.3%,105,$54,"$232,545,479",118,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Thu,2017-03-02,-,"$6,439",+13.3%,-40.0%,105,$61,"$232,551,918",119,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Fri,2017-03-03,-,"$10,574",+64.2%,-48.7%,81,$131,"$232,562,492",120,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Sat,2017-03-04,-,"$21,141",+99.9%,-44.1%,81,$261,"$232,583,633",121,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Sun,2017-03-05,-,"$13,480",-36.2%,-42.7%,81,$166,"$232,597,113",122,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Mon,2017-03-06,-,"$3,918",-70.9%,-34.0%,81,$48,"$232,601,031",123,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Tue,2017-03-07,-,"$4,095",+4.5%,-40.4%,81,$51,"$232,605,126",124,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Wed,2017-03-08,-,"$3,363",-17.9%,-40.8%,81,$42,"$232,608,489",125,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Thu,2017-03-09,-,"$4,031",+19.9%,-37.4%,81,$50,"$232,612,520",126,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Fri,2017-03-10,-,"$4,587",+13.8%,-56.6%,47,$98,"$232,617,107",127,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Sat,2017-03-11,-,"$8,125",+77.1%,-61.6%,47,$173,"$232,625,232",128,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Sun,2017-03-12,-,"$5,486",-32.5%,-59.3%,47,$117,"$232,630,718",129,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Mon,2017-03-13,-,"$2,363",-56.9%,-39.7%,47,$50,"$232,633,081",130,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Tue,2017-03-14,-,"$2,921",+23.6%,-28.7%,47,$62,"$232,636,002",131,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Wed,2017-03-15,-,"$2,725",-6.7%,-19.0%,47,$58,"$232,638,727",132,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Thu,2017-03-16,-,"$3,193",+17.2%,-20.8%,47,$68,"$232,641,920",133,Doctor Strange,https://i.annihil.us/u/prod/marvel/i/mg/3/50/57fd2d2084523/portrait_incredible.jpg
Fri,2018-04-27,1,"$106,334,939",-,-,"4,474","$23,767","$106,334,939",1,Avengers: Infinity War,https://i.annihil.us/u/prod/marvel/i/mg/c/30/5aabe2924dd38/portrait_incredible.jpg
Sat,2018-04-28,1,"$82,131,612",-22.8%,-,"4,474","$18,358","$188,466,551",2,Avengers: Infinity War,https://i.annihil.us/u/prod/marvel/i/mg/c/30/5aabe2924dd38/portrait_incredible.jpg
Sun,2018-04-29,1,"$69,231,632",-15.7%,-,"4,474","$15,474","$257,698,183",3,Avengers: Infinity War,https://i.annihil.us/u/prod/marvel/i/mg/c/30/5aabe2924dd38/portrait_incredible.jpg
Mon,2018-04-30,1,"$24,740,117",-64.3%,-,"4,474","$5,530","$282,438,300",4,Avengers: Infinity War,https://i.annihil.us/u/prod/marvel/i/mg/c/30/5aabe2924dd38/portrait_incredible.jpg
Tue,2018-05-01,1,"$23,426,108",-5.3%,-,"4,474","$5,236","$305,864,408",5,Avengers: Infinity War,https://i.annihil.us/u/prod/marvel/i/mg/c/30/5aabe2924dd38/portrait_incredible.jpg
Wed,2018-05-02,1,"$16,966,862",-27.6%,-,"4,474","$3,792","$322,831,270",6,Avengers: Infinity War,https://i.annihil.us/u/prod/marvel/i/mg/c/30/5aabe2924dd38/portrait_incredible.jpg
Thu,2018-05-03,1,"$15,501,270",-8.6%,-,"4,474","$3,465","$338,332,540",7,Avengers: Infinity War,https://i.annihil.us/u/prod/marvel/i/mg/c/30/5aabe2924dd38/portrait_incredible.jpg
Fri,2018-05-04,1,"$31,453,749",+102.9%,-70.4%,"4,474","$7,030","$369,786,289",8,Avengers: Infinity War,https://i.annihil.us/u/prod/marvel/i/mg/c/30/5aabe2924dd38/portrait_incredible.jpg
Sat,2018-05-05,1,"$46,676,705",+48.4%,-43.2%,"4,474","$10,433","$416,462,994",9,Avengers: Infinity War,https://i.annihil.us/u/prod/marvel/i/mg/c/30/5aabe2924dd38/portrait_incredible.jpg
Sun,2018-05-06,1,"$36,644,356",-21.5%,-47.1%,"4,474","$8,191","$453,107,350",10,Avengers: Infinity War,https://i.annihil.us/u/prod/marvel/i/mg/c/30/5aabe2924dd38/portrait_incredible.jpg
Mon,2018-05-07,1,"$8,283,575",-77.4%,-66.5%,"4,474","$1,851","$461,390,925",11,Avengers: Infinity War,https://i.annihil.us/u/prod/marvel/i/mg/c/30/5aabe2924dd38/portrait_incredible.jpg
Tue,2018-05-08,1,"$10,673,500",+28.9%,-54.4%,"4,474","$2,386","$472,064,425",12,Avengers: Infinity War,https://i.annihil.us/u/prod/marvel/i/mg/c/30/5aabe2924dd38/portrait_incredible.jpg
Wed,2018-05-09,1,"$7,051,981",-33.9%,-58.4%,"4,474","$1,576","$479,116,406",13,Avengers: Infinity War,https://i.annihil.us/u/prod/marvel/i/mg/c/30/5aabe2924dd38/portrait_incredible.jpg
Thu,2018-05-10,1,"$6,895,697",-2.2%,-55.5%,"4,474","$1,541","$486,012,103",14,Avengers: Infinity War,https://i.annihil.us/u/prod/marvel/i/mg/c/30/5aabe2924dd38/portrait_incredible.jpg
Fri,2018-05-11,1,"$15,986,612",+131.8%,-49.2%,"4,474","$3,573","$501,998,715",15,Avengers: Infinity War,https://i.annihil.us/u/prod/marvel/i/mg/c/30/5aabe2924dd38/portrait_incredible.jpg
Sat,2018-05-12,1,"$26,938,937",+68.5%,-42.3%,"4,474","$6,021","$528,937,652",16,Avengers: Infinity War,https://i.annihil.us/u/prod/marvel/i/mg/c/30/5aabe2924dd38/portrait_incredible.jpg
Sun,2018-05-13,1,"$19,152,498",-28.9%,-47.7%,"4,474","$4,281","$548,090,150",17,Avengers: Infinity War,https://i.annihil.us/u/prod/marvel/i/mg/c/30/5aabe2924dd38/portrait_incredible.jpg
Mon,2018-05-14,1,"$4,625,938",-75.8%,-44.2%,"4,474","$1,034","$552,716,088",18,Avengers: Infinity War,https://i.annihil.us/u/prod/marvel/i/mg/c/30/5aabe2924dd38/portrait_incredible.jpg
Tue,2018-05-15,1,"$6,009,292",+29.9%,-43.7%,"4,474","$1,343","$558,725,380",19,Avengers: Infinity War,https://i.annihil.us/u/prod/marvel/i/mg/c/30/5aabe2924dd38/portrait_incredible.jpg
Wed,2018-05-16,1,"$4,193,985",-30.2%,-40.5%,"4,474",$937,"$562,919,365",20,Avengers: Infinity War,https://i.annihil.us/u/prod/marvel/i/mg/c/30/5aabe2924dd38/portrait_incredible.jpg
Fri,2013-11-08,1,"$31,899,210",-,-,"3,841","$8,305","$31,899,210",1,Thor: The Dark World,https://i.annihil.us/u/prod/marvel/i/mg/9/c0/5554bff8a095c/portrait_incredible.jpg
Sat,2013-11-09,1,"$32,078,010",+0.6%,-,"3,841","$8,351","$63,977,220",2,Thor: The Dark World,https://i.annihil.us/u/prod/marvel/i/mg/9/c0/5554bff8a095c/portrait_incredible.jpg
Sun,2013-11-10,1,"$21,760,621",-32.2%,-,"3,841","$5,665","$85,737,841",3,Thor: The Dark World,https://i.annihil.us/u/prod/marvel/i/mg/9/c0/5554bff8a095c/portrait_incredible.jpg
Mon,2013-11-11,1,"$10,417,194",-52.1%,-,"3,841","$2,712","$96,155,035",4,Thor: The Dark World,https://i.annihil.us/u/prod/marvel/i/mg/9/c0/5554bff8a095c/portrait_incredible.jpg
Tue,2013-11-12,1,"$5,244,111",-49.7%,-,"3,841","$1,365","$101,399,146",5,Thor: The Dark World,https://i.annihil.us/u/prod/marvel/i/mg/9/c0/5554bff8a095c/portrait_incredible.jpg
Wed,2013-11-13,1,"$3,565,731",-32.0%,-,"3,841",$928,"$104,964,877",6,Thor: The Dark World,https://i.annihil.us/u/prod/marvel/i/mg/9/c0/5554bff8a095c/portrait_incredible.jpg
Thu,2013-11-14,1,"$3,546,237",-0.5%,-,"3,841",$923,"$108,511,114",7,Thor: The Dark World,https://i.annihil.us/u/prod/marvel/i/mg/9/c0/5554bff8a095c/portrait_incredible.jpg
Fri,2013-11-15,2,"$10,524,470",+196.8%,-67.0%,"3,841","$2,740","$119,035,584",8,Thor: The Dark World,https://i.annihil.us/u/prod/marvel/i/mg/9/c0/5554bff8a095c/portrait_incredible.jpg
Sat,2013-11-16,1,"$16,761,427",+59.3%,-47.7%,"3,841","$4,364","$135,797,011",9,Thor: The Dark World,https://i.annihil.us/u/prod/marvel/i/mg/9/c0/5554bff8a095c/portrait_incredible.jpg
Sun,2013-11-17,1,"$9,300,119",-44.5%,-57.3%,"3,841","$2,421","$145,097,130",10,Thor: The Dark World,https://i.annihil.us/u/prod/marvel/i/mg/9/c0/5554bff8a095c/portrait_incredible.jpg
Mon,2013-11-18,2,"$2,209,623",-76.2%,-78.8%,"3,841",$575,"$147,306,753",11,Thor: The Dark World,https://i.annihil.us/u/prod/marvel/i/mg/9/c0/5554bff8a095c/portrait_incredible.jpg
Tue,2013-11-19,1,"$2,729,808",+23.5%,-47.9%,"3,841",$711,"$150,036,561",12,Thor: The Dark World,https://i.annihil.us/u/prod/marvel/i/mg/9/c0/5554bff8a095c/portrait_incredible.jpg
